slug,project_id,title,downloads,categories,game_versions,highest_game_version
racsu-planet,nhvNxsQh,Racsu Planet+,1388,"['adventure', 'challenging', 'combat', 'fabric', 'magic', 'multiplayer', 'optimization', 'quests']","['1.21.1', '1.21.4', '1.21.5']",1.21.5
ee33s-clientside-modpack,GfTNIZWt,EE33's Clientside Modpack,1388,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer', 'optimization', 'quilt', 'technology']","['1.19.3', '1.20.1', '1.20.2', '1.20.4', '1.21.4']",1.21.4
incredibly-enhanced,BLQm8E1N,Incredibly Enhanced,1388,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21', '1.21.1', '1.21.4']",1.21.4
thewitherstorm,FtpIB9Wt,The wither storm is here,1387,"['adventure', 'challenging', 'combat', 'forge', 'magic']",['1.20.1'],1.20.1
mcc-island,VUgT3tpv,MCC Island Pack,1387,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.19.4', '1.21']",1.21
fangirls-skyblock-modpack,7aZBfmh0,fangirl's skyblock modpack,1386,"['adventure', 'fabric', 'multiplayer', 'quests']",['1.21.5'],1.21.5
perfectworldforfreinds,YDoFfz4Y,"Let there be Create, Magic and Dinos",1385,"['adventure', 'combat', 'forge', 'magic', 'multiplayer', 'optimization', 'technology']","['1.18.2', '1.20.1']",1.20.1
celestia-smp-season-1,FzifcRSm,Celestia SMP Season 1,1385,"['adventure', 'fabric', 'magic', 'technology']",['1.20.1'],1.20.1
justvt,5jBhJ9eA,Just Vanilla Things,1384,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.1', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.9', '1.21.10', '1.21.11', '26.1', '26.1.1']",26.1.1
mcpsx,Gn3W39Si,MCPSX,1384,"['adventure', 'fabric', 'lightweight', 'optimization']",['1.20.1'],1.20.1
the-brave-new-world,Bskc6jms,The Brave New World,1384,"['adventure', 'combat', 'forge', 'magic']",['1.20.1'],1.20.1
flarefryze-pvp-fps,dJv8Vc8c,FlareFryze PvP+FPS Modpack,1383,"['combat', 'fabric', 'lightweight', 'optimization']","['1.21.1', '1.21.4', '1.21.11']",1.21.11
recreation,cL9iTLI5,All about CREATE!,1380,"['adventure', 'forge', 'multiplayer', 'neoforge']","['1.20.1', '1.21.1']",1.21.1
ghostmod-rule-britannia,QNgW525z,GhostMod: Rule Britannia,1380,"['adventure', 'forge', 'kitchen-sink', 'multiplayer', 'technology']",['1.20.1'],1.20.1
nullified-reborn,MeO1fqIZ,Nullified: Reborn,1379,"['adventure', 'combat', 'fabric', 'forge', 'multiplayer', 'neoforge', 'optimization']","['1.20.1', '1.21.1']",1.21.1
bacap-timized,DX1XzyqW,BACAPtimized,1377,"['fabric', 'lightweight', 'optimization']","['1.21.4', '1.21.5', '1.21.8', '1.21.10', '1.21.11', '26.1', '26.1.2']",26.1.2
sengoku-jidai-with-friends,urybinmw,Sengoku Jidai with friends,1375,"['adventure', 'combat', 'fabric', 'multiplayer']",['1.21.1'],1.21.1
createmania,HtqCpmym,CreateMania,1375,"['challenging', 'combat', 'fabric', 'forge', 'multiplayer', 'technology']",['1.20.1'],1.20.1
cobblemor-distant-horizons-rivals-modpack,BTOe3k3C,Cobblemon Distant Horizons Rivals Modpack,1375,"['adventure', 'challenging', 'combat', 'fabric', 'lightweight', 'magic', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
infections-everywhere,XNcsI6yG,INFECTIONS EVERYWHERE,1375,"['challenging', 'forge', 'lightweight', 'optimization']",['1.20.1'],1.20.1
tnts-vanilla-enhanced,YOhinCsJ,JohnTNT's Vanilla Enhanced,1374,"['fabric', 'lightweight', 'optimization']","['1.21.5', '1.21.10']",1.21.10
vanilladjacent,O5GbejPc,VanillAdjacent,1374,"['adventure', 'fabric', 'multiplayer']",['1.20.4'],1.20.4
voxelshock,CiptrO2j,VOXELSHOCK,1374,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'multiplayer', 'optimization']",['1.19.3'],1.19.3
astarse,VXpzGfrg,Astarse,1371,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'multiplayer', 'quests']",['1.20.1'],1.20.1
tacz_enhance,tSIZRqEe,Tacz Enhance,1370,"['adventure', 'combat', 'fabric', 'forge', 'lightweight', 'multiplayer', 'neoforge', 'optimization']","['1.20.1', '1.21.1']",1.21.1
april-fools!-(potato-update),u8wqh8DH,April Fools! (Potato Update),1370,"['adventure', 'challenging', 'fabric', 'quests']",['1.21'],1.21
theyabs-survival-experience,sYnio88G,Theyab’s Survival Experience,1369,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.4', '1.21.5', '1.21.8', '1.21.9', '1.21.10', '1.21.11', '26.1.2']",26.1.2
explod,FpCdy0zY,eXplodVE,1369,"['adventure', 'combat', 'fabric', 'forge', 'kitchen-sink', 'lightweight', 'magic', 'multiplayer', 'neoforge', 'optimization', 'technology']","['1.18.2', '1.20.1', '1.21', '1.21.1']",1.21.1
opticlient,1jMWx4Q8,OptiClient,1369,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']","['1.21.1', '1.21.4', '1.21.5', '1.21.7', '1.21.8']",1.21.8
cobbleworld,ZTDtIibq,Cobbleworld,1369,"['adventure', 'challenging', 'combat', 'fabric']",['1.21.1'],1.21.1
t-and-t-modpack,lZaqd8uc,Trials & Tournaments Modpack,1369,"['adventure', 'fabric', 'multiplayer', 'optimization']",['1.21'],1.21
exponent,4wmxD4jj,exponent,1369,"['lightweight', 'multiplayer', 'optimization', 'quilt']",['1.20.1'],1.20.1
cobblemoncrossworlds,5s9PrtFX,Cobblemon Crossworlds,1368,"['adventure', 'combat', 'multiplayer', 'neoforge']",['1.21.1'],1.21.1
actions-such,hVuM6Fpq,Actions & Such,1368,"['adventure', 'fabric', 'multiplayer']","['1.21.5', '1.21.8']",1.21.8
mapstale,adzE9HmE,Mapstale,1366,"['adventure', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
minecraft-classic+,2rdAQm3u,Minecraft classic+,1366,"['adventure', 'combat', 'forge']",['1.20.1'],1.20.1
elitegames,Mvy34Gjf,Elite Games 2,1364,"['fabric', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
hd-optimization,K7V1mgPc,HD Optimization,1364,"['fabric', 'optimization']",['1.21'],1.21
actually-optimised,4ZLW5pnw,Actually Optimized,1364,"['fabric', 'lightweight', 'optimization', 'quilt']",['1.20.1'],1.20.1
oopsallminecraft,GFw7WNro,oopsallminecraft,1363,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer', 'neoforge', 'optimization', 'technology']","['1.20.1', '1.21', '1.21.1']",1.21.1
sky-island-survival,wA9tyTk7,Sky island Survival,1363,"['adventure', 'challenging', 'forge', 'magic', 'multiplayer']",['1.20.1'],1.20.1
holmium,4FOOtFVe,Holmium,1361,"['adventure', 'combat', 'fabric', 'lightweight', 'magic', 'multiplayer', 'optimization', 'technology']","['1.21', '1.21.1', '1.21.4', '1.21.5']",1.21.5
mechanically-challenged,lErxcvtk,Mechanically Challenged,1361,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer', 'technology']",['1.20.1'],1.20.1
thearcadia,hNmtTysu,theArcadia,1359,"['adventure', 'combat', 'forge', 'kitchen-sink', 'magic', 'multiplayer', 'technology']",['1.20.1'],1.20.1
fantasy-cobblemon,Nar5qS3l,Cobblemon Fantasy - Rebirth,1358,"['adventure', 'fabric', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
pvplite,e1SpDbgK,PVPLite,1358,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
mor,MXmKgeJj,[MOR]Major overhaul and reorganization,1357,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.20.4', '1.21.1', '1.21.3', '1.21.11']",1.21.11
dynamic-vanilla,ywoVLBUj,Dynamic Vanilla,1357,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer', 'optimization']",['1.20.4'],1.20.4
supernova-empires-to-the-sky,4WAlXS0K,Supernova Empires to the Sky,1356,"['adventure', 'combat', 'lightweight', 'magic', 'neoforge', 'technology']",['1.20.4'],1.20.4
electric-mechanic-energy,FDRrILSb,Electric & Mechanic Energy,1356,"['adventure', 'fabric', 'forge', 'magic', 'neoforge', 'technology']","['1.20', '1.20.1', '1.20.2', '1.20.3', '1.20.4', '1.20.5', '1.20.6', '1.21', '1.21.1', '1.21.2', '1.21.3', '1.21.4']",1.21.4
realfantasy,lEkedP1T,RealFantasy,1355,"['adventure', 'challenging', 'combat', 'fabric', 'kitchen-sink', 'magic', 'optimization', 'quests']",['1.20.1'],1.20.1
firing-the-diamond,dG0Qsepy,Firing The Diamond,1354,"['fabric', 'optimization']","['1.20.4', '1.21.1', '1.21.8', '1.21.11']",1.21.11
build-by-kolya_gfx,iIlK9bZJ,#SP All Inclusive pack,1354,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.21', '1.21.1']",1.21.1
vividium,61AC7bvK,Vividium,1354,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.1', '1.21.5', '1.21.6', '1.21.7', '1.21.8']",1.21.8
jujutsu-kaizen-heian-era,9qQhIOod,Jujutsu Kaisen: Heian Era,1353,['forge'],['1.20.1'],1.20.1
mystic-traveler,s7zJw8g1,Mystic Traveler,1352,"['adventure', 'kitchen-sink', 'magic', 'quilt']",['1.19.2'],1.19.2
hypixel-skyblock-simple,Z3dnbZxr,Hypixel Skyblock Simple,1351,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.5', '1.21.10', '1.21.11']",1.21.11
dr.bad,uY3NKfo4,Dr.BAD [UPDATE V2],1351,['forge'],['1.20.1'],1.20.1
amethyst_modpack,QKTwwCl2,Amethyst,1351,"['fabric', 'lightweight', 'magic', 'multiplayer', 'optimization', 'quilt']","['1.20.1', '1.20.2', '1.21.1', '1.21.11']",1.21.11
einszwanzigeins,uEleyZ8s,EinsZwanzigEins,1351,"['adventure', 'fabric', 'magic', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
tempus-cobbled,HdLYmcth,Tempus Cobbled,1351,"['adventure', 'fabric', 'multiplayer', 'optimization', 'quests', 'technology']",['1.20.1'],1.20.1
one-block-100-days,1F6LzkwI,One Block 100 DAYS,1350,"['adventure', 'combat', 'forge', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
arg-craft,iARNhpyQ,ARG Craft,1350,"['adventure', 'challenging', 'forge']",['1.20.1'],1.20.1
sopf,NPYwR7Yz,Simply Forgified,1350,"['forge', 'lightweight', 'multiplayer', 'neoforge', 'optimization']",['1.20.1'],1.20.1
potato-update,OlLcmE5s,POTATO UPDATE,1350,"['adventure', 'combat', 'fabric', 'optimization']",['24w14potato'],
csms,LWvJMvDg,CSMS: Beyond the Captain's Legacy,1349,"['adventure', 'forge', 'magic', 'multiplayer', 'optimization', 'technology']",['1.19.2'],1.19.2
dying-sol,D1u6u5Ey,Dying Sol,1349,"['adventure', 'challenging', 'fabric', 'lightweight', 'multiplayer']",['1.21.7'],1.21.7
icecreamsundae,9jIRcx30,Ice Cream Sundae,1348,"['fabric', 'multiplayer', 'optimization']","['1.20.1', '1.21', '1.21.5', '1.21.8', '1.21.10', '1.21.11']",1.21.11
vanilla-tale,OmkNVD2B,Vanilla+,1348,"['fabric', 'optimization']","['1.21.4', '1.21.8']",1.21.8
latency-nullifier,QVvzq5a3,Latency Nullifier,1348,"['fabric', 'lightweight', 'optimization', 'quilt']","['1.20.1', '1.21.1', '1.21.4']",1.21.4
bettervanilla++,z8AR74zE,BetterVanilla++,1348,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
minecraft-remastered-optimized,qrlFvZs5,Minecraft Remastered Optimized,1346,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer', 'optimization']","['1.21', '1.21.5', '1.21.9', '1.21.11']",1.21.11
williams-console-revisited,w4UMynmM,William's Console: Revisited,1346,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer']","['1.21.1', '1.21.5']",1.21.5
alexandria,tcYgBuEq,Alexandria,1346,"['adventure', 'combat', 'fabric', 'magic', 'quests']",['1.20.1'],1.20.1
unova-legends,JLFTJUL5,Unova Legends,1346,"['adventure', 'fabric', 'multiplayer', 'quests']",['1.20.1'],1.20.1
tinkerers-silk,Jl855YQP,Tinkerer's Silk,1346,"['lightweight', 'multiplayer', 'optimization', 'quilt']","['1.19.2', '1.20.1']",1.20.1
clashpoint,5Xq9ARkZ,CLASHPOINT,1345,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer']",['1.20.1'],1.20.1
has-client,5MHM51rF,HAS Client Pack,1345,"['combat', 'fabric', 'lightweight', 'multiplayer']","['1.16.5', '1.18.2', '1.19']",1.19
bobthebuilder,gDhyVU3y,BobTheBuilder,1344,"['fabric', 'optimization', 'technology']","['1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.11']",1.21.11
omgptimized,CbcAUSLt,OMGptimized,1344,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.21.1', '1.21.4', '1.21.5', '1.21.7', '1.21.8', '1.21.10', '1.21.11']",1.21.11
bigger-industrialisation,UXufOhuH,Bigger Industrialisation,1344,"['challenging', 'forge', 'neoforge', 'quests', 'technology']",['1.20.1'],1.20.1
elemental-overload,kJcGzcNI,Ores++,1343,['forge'],['1.20.1'],1.20.1
ennuis_bigger_intro,RyXOx9Or,Ennui's Bigger Intro,1343,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt']","['1.20.1', '1.21.3', '1.21.4']",1.21.4
revanillaw,5DviQmhn,RE:Vanilla,1343,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.20.4'],1.20.4
neofine-optimized,HJfrqoD3,NeoFine Optimized,1342,"['lightweight', 'neoforge', 'optimization']",['1.20.1'],1.20.1
ntm-mekked,16FYZATe,NTM Mekked,1341,"['adventure', 'forge', 'lightweight', 'optimization', 'technology']",['1.16.5'],1.16.5
official-risers-modpack,aFtA0fm0,Official Risers Modpack,1340,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21', '1.21.1', '1.21.4', '1.21.8', '1.21.11']",1.21.11
xspvs-pvp-pack,qlMLekNj,xspv's pvp pack,1340,"['combat', 'fabric', 'kitchen-sink', 'lightweight', 'multiplayer', 'optimization']",['1.20.4'],1.20.4
survival-expansion,ayGryDtg,Survival Expansion,1340,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']","['1.21', '1.21.1']",1.21.1
vanilla-focussed,yivbE42a,Vanilla Focussed,1154,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.20.4'],1.20.4
a-little-bit-of-shaders-and-more,ouiOQ9BP,A little bit of Shaders and More,1153,"['adventure', 'forge', 'multiplayer', 'technology']",['1.19.4'],1.19.4
enchanted-vanilla,H4BMbwZ1,Enchanted Vanilla,1153,"['adventure', 'fabric', 'lightweight', 'optimization']",['1.20.1'],1.20.1
nhc,axazSxqI,NHC,1152,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.4', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.10', '1.21.11']",1.21.11
mc.atzlk.com-official-modpack,fRwGuXwX,mc.atzlk.com Official Modpack,1151,"['adventure', 'multiplayer', 'neoforge', 'optimization']",['1.21.1'],1.21.1
rpg-odyssey,8gc5uPbJ,RPG Odyssey,1151,"['adventure', 'challenging', 'combat', 'fabric']",['1.20.1'],1.20.1
arcticraft,K8VhZXUk,Arcticraft,1151,"['adventure', 'challenging', 'fabric', 'kitchen-sink', 'magic', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
cobble-infinity,ERdKg4da,Cobble Infinity,1151,"['challenging', 'forge', 'quests', 'technology']",['1.20.1'],1.20.1
fast-vanilla,k8RDvTpG,Fast Vanilla,1150,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.16.4', '1.18', '1.18.2', '1.19.2', '1.19.4', '1.20.2', '1.20.5', '1.20.6', '1.21.3', '1.21.4', '1.21.5']",1.21.5
fresh-start-mtr,UoCNbAn2,Fresh Start MTR 4.0,1149,"['fabric', 'multiplayer', 'technology']",['1.20.4'],1.20.4
datapack-modpack,ZncBYzaR,Data/Resource Pack Modpack,1149,"['fabric', 'lightweight', 'optimization']","['1.21.1', '1.21.4', '1.21.5', '1.21.6', '1.21.7']",1.21.7
mc-reworked,6o23wgu4,MC Reworked,1149,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer']",['1.21.4'],1.21.4
vanilla-adventures-plus,3xFuQxvr,Vanilla Adventures +,1149,"['adventure', 'challenging', 'fabric', 'magic', 'multiplayer', 'optimization', 'quests']",['1.20.1'],1.20.1
gaymerseumodpack,rHyOUQ0v,Gaymers EU Modpack,1148,"['adventure', 'challenging', 'lightweight', 'multiplayer', 'neoforge']",['1.21.1'],1.21.1
fronteiras-cobblemon-mobile,42HZqtdg,Fronteiras Cobblemon Mobile,1148,"['adventure', 'fabric', 'multiplayer']",['1.21.1'],1.21.1
cobblemon-legends-cosmica,wmitTW3f,Cobblemon Legends: Cosmica,1148,"['adventure', 'combat', 'fabric', 'multiplayer', 'technology']",['1.20.1'],1.20.1
infinitely-vanilla,KRuUFTki,Infinitely Vanilla,1147,"['fabric', 'lightweight', 'multiplayer']","['1.21.3', '1.21.4', '1.21.5', '1.21.8', '1.21.10', '1.21.11']",1.21.11
map-making-modpack,eCMla2y4,Map Making Modpack,1147,"['fabric', 'optimization', 'technology']",['1.21.4'],1.21.4
simply-hypercharged,mgu1Hpzf,Simply Hypercharged,1147,"['fabric', 'lightweight', 'optimization', 'technology']",['1.21.1'],1.21.1
pok-space-colony,KNUoOoWe,PokeSpace Colony,1147,"['adventure', 'challenging', 'forge', 'magic', 'multiplayer', 'technology']",['1.20.1'],1.20.1
norilsk,cB0n46Ok,Norilsk,1147,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'optimization', 'technology']",['1.20.1'],1.20.1
cybercraft2069,PAPMqwwC,Cybercraft2069 Server,1146,"['adventure', 'combat', 'fabric', 'multiplayer']",['1.20.1'],1.20.1
skels-client,kPT2NDXv,skel's client,1146,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']","['1.21.8', '1.21.10', '1.21.11']",1.21.11
the-bright-side-of-create,4q1ZmCza,The Bright Side Of Create,1146,"['adventure', 'forge', 'multiplayer', 'technology']",['1.20.1'],1.20.1
sincere-optimization,A4kHIdDC,Sincere Optimization,1146,"['fabric', 'lightweight', 'optimization']",['1.20.1'],1.20.1
dynamic-client,90Brfjan,Dynamic Client,1145,"['combat', 'fabric', 'multiplayer', 'optimization']","['1.21', '1.21.5']",1.21.5
the-aquamazong-special,qcCelYrf,The Aquamazong Special,1145,"['fabric', 'multiplayer', 'optimization']","['1.20.2', '1.20.4', '1.21.1', '1.21.4']",1.21.4
swordsandshieldssmp,2HQqkwzZ,Swords & Shields,1145,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer']",['1.21'],1.21
farlightpack,ztkVwFeF,Farlight,1145,"['adventure', 'fabric', 'magic', 'multiplayer', 'optimization']",['1.19.2'],1.19.2
better-than-clouds,g9E7wZrA,Better than clouds,1143,"['adventure', 'fabric', 'optimization']","['1.21', '1.21.1']",1.21.1
miniduncan-client,TqtPWMpu,MiniDuncan Client,1143,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
magical-mechanisms,k6eKtv0G,Magical Mechanisms,1143,"['adventure', 'combat', 'kitchen-sink', 'magic', 'multiplayer', 'quilt', 'technology']",['1.19.2'],1.19.2
pirates-exaroton-parkour-challenge,kbM0NzHW,Pirates - exaroton Parkour Challenge,1142,"['adventure', 'challenging', 'fabric']",['1.20.1'],1.20.1
the-2-week-grind,LMNbxxw2,The 2 Week Grind [Forge or Fabric],1142,"['fabric', 'kitchen-sink', 'lightweight', 'multiplayer']",['1.20.1'],1.20.1
optimised-engineering,fHjlM352,Optimised Engineering,1142,"['adventure', 'combat', 'forge', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.19.2'],1.19.2
uneveness,uL4f6ApY,Abnormalities,1141,"['adventure', 'forge', 'lightweight', 'multiplayer', 'neoforge', 'optimization']","['1.19.2', '1.20.1', '1.21.1']",1.21.1
minecraft2mc2,mj6EISoq,MC2 -Ideal Craft-,1141,"['adventure', 'challenging', 'combat', 'forge', 'kitchen-sink', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
alyrion,hqB4qj6d,Alyrion V,1140,"['adventure', 'combat', 'forge', 'multiplayer', 'technology']",['1.20.1'],1.20.1
arcane-dragons,iKp2IdJv,Arcane Dragons [NEOFORGE],1140,"['adventure', 'challenging', 'combat', 'magic', 'multiplayer', 'neoforge', 'optimization', 'quests']",['1.21.1'],1.21.1
races-classes,hSbQHL4k,Races & Classes,1140,"['adventure', 'challenging', 'combat', 'fabric', 'magic']",['1.20.1'],1.20.1
cobblemeown,zaAPKWYC,Cobblemeown,1140,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
cabinmod-4,ol5YD0o0,Cabinmod 4,1139,"['adventure', 'fabric', 'kitchen-sink', 'magic', 'multiplayer', 'neoforge', 'technology']","['1.20.1', '1.21.1']",1.21.1
moremcplus,lAQMgIN6,MoreMCPlus,1139,"['adventure', 'challenging', 'combat', 'fabric', 'forge', 'optimization']","['1.20.1', '1.20.4']",1.20.4
moddedsimply,XE7Gktww,Simply Modded,1138,"['adventure', 'fabric', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
the-panda-foundry,MsEgFc0B,The Panda Foundry,1137,"['adventure', 'magic', 'multiplayer', 'neoforge', 'optimization', 'technology']",['1.21.1'],1.21.1
fresh_vanilla,H1WDyVEk,Fresh Vanilla,1137,"['adventure', 'challenging', 'combat', 'fabric', 'kitchen-sink', 'lightweight', 'magic', 'multiplayer', 'optimization']","['1.20.1', '1.21.1']",1.21.1
strawberry-flavored,68db3rnk,Strawberry Flavored,1136,"['fabric', 'kitchen-sink', 'lightweight', 'multiplayer', 'optimization']","['1.21.4', '1.21.5', '1.21.8', '1.21.10', '1.21.11']",1.21.11
tacz-unlimited,XIei5y3U,TaCZ Unlimited,1136,"['combat', 'forge', 'multiplayer']",['1.20.1'],1.20.1
realliance-community,znT0Z7tA,Realliance Community,1135,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'magic', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
the-hex-pack,Ic7hPjQt,The Hex Pack,1135,"['adventure', 'fabric', 'magic', 'multiplayer']",['1.19.2'],1.19.2
smpmodpack+,c8q4xUSA,SMP Modpack+,1134,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.2', '1.20.3', '1.20.4', '1.20.5', '1.20.6', '1.21', '1.21.1', '1.21.3', '1.21.4', '1.21.5', '1.21.6']",1.21.6
nuclear-performance,WtVUpuRq,Nuclear Performance,1134,"['fabric', 'lightweight', 'optimization']",['1.20.4'],1.20.4
geekscreate,JkJ3KPY4,Kreate,1133,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
"""harder""-vanilla-minecraft-(ai-overhaul)",doiRwo2o,Smarter Mobs (AI Overhaul),1132,"['adventure', 'challenging', 'combat', 'forge', 'multiplayer']",['1.20.1'],1.20.1
optimizemyserver,pus1bmbX,Optimize My Server!,1131,"['fabric', 'lightweight', 'multiplayer', 'neoforge', 'optimization', 'technology']","['1.21', '1.21.1', '1.21.2', '1.21.3', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.9', '1.21.10', '1.21.11', '26.1', '26.1.1', '26.1.2']",26.1.2
chronicles-tharidia,GOnWf56f,Chronicles: Tharidia,1131,"['adventure', 'challenging', 'combat', 'magic', 'multiplayer', 'neoforge', 'optimization', 'quests']",['1.21.1'],1.21.1
fps-max,WIcC5Dhr,FPS MAX,1131,"['fabric', 'optimization']","['1.18.1', '1.20.1', '24w14potato', '1.21.4', '1.21.8', '1.21.9', '1.21.10']",1.21.10
csa,dWRoDtkI,Create Space Adventure,1131,"['adventure', 'combat', 'forge', 'kitchen-sink', 'magic', 'optimization', 'quests', 'technology']",['1.20.1'],1.20.1
mcgold,CtUyghuE,Minecraft Gold,1130,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'technology']","['1.19.2', '1.20.1', '1.21.1']",1.21.1
rtwp-cbbmn,Bhd5V6FX,RTWP-Cobblemon,1130,"['adventure', 'fabric', 'multiplayer']","['1.20.1', '1.21.1']",1.21.1
dream-video,6AGUFzaJ,Dream Video,1129,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.1', '1.21.11']",1.21.11
spooky-adventures,VeDoIdw3,Spooky Adventures,1129,"['adventure', 'challenging', 'combat', 'forge', 'kitchen-sink', 'multiplayer']",['1.20.1'],1.20.1
larks-labyrinths,KAJwQCSn,Larks & Labyrinths,1129,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
the-standard-experience,2PebiQ9h,The Standard Experience,1127,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.1', '1.21.4', '1.21.7', '1.21.10', '1.21.11', '26.1.2']",26.1.2
nuclearcraft-project,B8hvZ6QM,NuclearCraft Project,1127,"['adventure', 'challenging', 'combat', 'forge', 'multiplayer', 'quests', 'technology']",['1.12.2'],1.12.2
explorationplus,gRnrBYaH,Exploration+,1127,"['adventure', 'combat', 'fabric', 'multiplayer', 'quests']",['1.20.1'],1.20.1
scary-classic,Me35n8yL,Scary & Classic,1126,"['adventure', 'challenging', 'fabric', 'lightweight', 'multiplayer']",['1.20.1'],1.20.1
cobblemon-uncovered,NGMeGxh0,Cobblemon Uncovered,1126,"['adventure', 'fabric', 'lightweight', 'multiplayer']",['1.21.1'],1.21.1
hyrule-reborn,2K6ZkINR,Hyrule Reborn,1125,"['adventure', 'challenging', 'combat', 'forge']",['1.20.1'],1.20.1
create-things,ANdm7SSt,Create & things,1124,"['adventure', 'forge', 'neoforge', 'optimization', 'technology']","['1.20.1', '1.21.1']",1.21.1
lelmc,YNRWzxYr,lelMc,1124,['fabric'],['1.21.11'],1.21.11
create-venture,dAIh9SA7,Create Venture,1124,"['adventure', 'challenging', 'fabric', 'lightweight', 'multiplayer']",['1.20.1'],1.20.1
dimensional-drift-realms-beyond,Lm6SBUZk,Dimensional Drift: Realms Beyond,1123,"['adventure', 'fabric', 'quests', 'quilt']","['1.21', '1.21.1', '1.21.2', '1.21.3']",1.21.3
pino-3,e2LHjs6j,Pino 3,1122,"['adventure', 'kitchen-sink', 'neoforge', 'technology']",['1.20.1'],1.20.1
hental,n5pdLdSt,Hental,1122,"['adventure', 'challenging', 'forge', 'multiplayer', 'neoforge', 'optimization']",['1.20.1'],1.20.1
how-to-train-your-dragon!,SxXx8Orn,How To Train Your Dragon!,1121,"['adventure', 'combat', 'forge', 'multiplayer', 'technology']",['1.18.2'],1.18.2
smooth-journey(lite-version),7rAR8GDM,Smooth Journey (Lite Version),1121,"['fabric', 'lightweight', 'optimization']","['1.13.2', '1.16.5', '1.17.1', '1.18.2', '1.19.4', '1.20.6', '1.21', '1.21.4', '1.21.8', '1.21.9', '1.21.10', '1.21.11', '26.1', '26.1.1', '26.1.2']",26.1.2
